alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
0.0001,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.437932,0.461979,0.461979,0.583348,0.570525,0.570525,856233194638901.5,890396257815383.1,890396257815383.1,66.27,19260817.0,0.536054,0.57652,0.57652
1.0,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.448978,0.469966,0.469966,0.577588,0.566275,0.566275,843852877670655.1,877309959656637.0,877309959656637.0,65.59,19260817.0,0.548299,0.587002,0.587002
0.01,50.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.497805,0.521836,0.521836,0.551404,0.537853,0.537853,754598540866779.8,777668941633911.5,777668941633911.5,234.11,19260817.0,0.531519,0.566038,0.566038
0.01,25.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.493167,0.517889,0.517889,0.553944,0.540068,0.540068,772298999795935.2,799043750554352.8,799043750554352.8,67.27,19260817.0,0.530385,0.570231,0.570231
0.01,25.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.449008,0.469855,0.469855,0.577572,0.566334,0.566334,843682120592753.8,877226788019659.1,877226788019659.1,63.79,19260817.0,0.549206,0.582809,0.582809
0.01,25.0,0.4,0.85,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.504233,0.529213,0.529213,0.547863,0.533688,0.533688,729357524075428.4,748980374546505.0,748980374546505.0,65.09,19260817.0,0.526984,0.563941,0.563941
0.01,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109904,0.446471,0.469489,0.469489,0.5789,0.566529,0.566529,838737477765240.8,870911160898439.6,870911160898439.6,63.44,19260817.0,0.539002,0.587002,0.587002
0.01,25.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.437932,0.461979,0.461979,0.583348,0.570525,0.570525,856233194638901.5,890396257815383.1,890396257815383.1,66.01,19260817.0,0.536054,0.57652,0.57652
1.0,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,837.29,19260817.0,0.506576,0.575472,0.575472
10.0,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,217.93,19260817.0,0.508617,0.572327,0.572327
10.0,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,836.76,19260817.0,0.506576,0.575472,0.575472
10.0,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,1258.39,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,1249.78,19260817.0,0.507937,0.575472,0.575472
10.0,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501561,0.52963,0.52963,0.549337,0.533452,0.533452,682400835375399.2,694938381232004.0,694938381232004.0,1270.99,19260817.0,0.510658,0.555556,0.555556
0.01,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,1259.43,19260817.0,0.506576,0.575472,0.575472
1.0,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,329.0,19260817.0,0.508617,0.572327,0.572327
1.0,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,1265.16,19260817.0,0.506576,0.575472,0.575472
1.0,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,1267.61,19260817.0,0.507937,0.572327,0.572327
1.0,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,1270.06,19260817.0,0.507937,0.575472,0.575472
1.0,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501561,0.52963,0.52963,0.549337,0.533452,0.533452,682400835375399.2,694938381232004.0,694938381232004.0,1287.52,19260817.0,0.510658,0.555556,0.555556
10.0,50.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,331.74,19260817.0,0.508617,0.572327,0.572327
10.0,50.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497616,0.527229,0.527229,0.551507,0.534811,0.534811,630611711917983.9,635715160756574.4,635715160756574.4,332.73,19260817.0,0.508617,0.572327,0.572327
10.0,50.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497612,0.527196,0.527196,0.551509,0.53483,0.53483,628289070337045.1,633282250524422.2,633282250524422.2,332.35,19260817.0,0.508617,0.572327,0.572327
10.0,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501538,0.529557,0.529557,0.54935,0.533493,0.533493,669632499900945.4,681614462634053.2,681614462634053.2,335.96,19260817.0,0.509524,0.555556,0.555556
10.0,100.0,0.55,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497625,0.527352,0.527352,0.551502,0.534742,0.534742,639470966248322.6,644886585607337.6,644886585607337.6,927.99,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.7,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,1278.38,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.7,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,1280.09,19260817.0,0.507937,0.575472,0.575472
10.0,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501569,0.529715,0.529715,0.549333,0.533404,0.533404,680762018354855.6,693124428486115.9,693124428486115.9,1276.33,19260817.0,0.510204,0.555556,0.555556
10.0,100.0,0.85,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527299,0.527299,0.5515,0.534772,0.534772,636076766350862.4,641374212558495.1,641374212558495.1,1285.82,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.85,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.5515,0.534776,0.534776,636506694117542.4,641846818452736.9,641846818452736.9,1284.3,19260817.0,0.507937,0.572327,0.572327
10.0,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.50157,0.529617,0.529617,0.549333,0.533459,0.533459,678820352495574.8,691213952066986.9,691213952066986.9,1298.19,19260817.0,0.509524,0.555556,0.555556
10.0,100.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497626,0.527286,0.527286,0.551502,0.534779,0.534779,638521190463884.5,643987708825325.1,643987708825325.1,1287.96,19260817.0,0.507937,0.575472,0.575472
10.0,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501567,0.529615,0.529615,0.549334,0.53346,0.53346,681206473937847.5,693720861586928.0,693720861586928.0,855.94,19260817.0,0.510658,0.555556,0.555556
0.0001,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,220.27,19260817.0,0.508617,0.572327,0.572327
0.0001,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,848.95,19260817.0,0.506576,0.575472,0.575472
0.0001,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,849.56,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,852.84,19260817.0,0.507937,0.575472,0.575472
0.0001,100.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501561,0.52963,0.52963,0.549337,0.533452,0.533452,682400835375399.2,694938381232004.0,694938381232004.0,860.94,19260817.0,0.510658,0.555556,0.555556
0.01,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,222.62,19260817.0,0.508617,0.572327,0.572327
0.0001,50.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497596,0.527152,0.527152,0.551518,0.534855,0.534855,625299379005027.8,630168524855277.2,630168524855277.2,222.35,19260817.0,0.508617,0.572327,0.572327
0.0001,50.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497616,0.527229,0.527229,0.551507,0.534811,0.534811,630611711917983.9,635715160756574.4,635715160756574.4,222.81,19260817.0,0.508617,0.572327,0.572327
0.0001,50.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497612,0.527196,0.527196,0.551509,0.53483,0.53483,628289070337045.1,633282250524422.2,633282250524422.2,222.73,19260817.0,0.508617,0.572327,0.572327
0.0001,50.0,0.85,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501538,0.529557,0.529557,0.54935,0.533493,0.533493,669632499900945.4,681614462634053.2,681614462634053.2,224.4,19260817.0,0.509524,0.555556,0.555556
0.01,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.49762,0.527305,0.527305,0.551505,0.534769,0.534769,641321719535881.9,646893248573638.8,646893248573638.8,859.09,19260817.0,0.506576,0.575472,0.575472
0.0001,100.0,0.55,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497625,0.527352,0.527352,0.551502,0.534742,0.534742,639470966248322.6,644886585607337.6,644886585607337.6,559.78,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.7,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,861.42,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.7,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,862.51,19260817.0,0.507937,0.575472,0.575472
0.0001,100.0,0.7,0.4,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501569,0.529715,0.529715,0.549333,0.533404,0.533404,680762018354855.6,693124428486115.9,693124428486115.9,863.93,19260817.0,0.510204,0.555556,0.555556
0.01,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.551501,0.534777,0.534777,636403632843314.5,641732465918012.9,641732465918012.9,866.18,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.85,0.7,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527299,0.527299,0.5515,0.534772,0.534772,636076766350862.4,641374212558495.1,641374212558495.1,867.96,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.85,0.55,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497628,0.527291,0.527291,0.5515,0.534776,0.534776,636506694117542.4,641846818452736.9,641846818452736.9,868.95,19260817.0,0.507937,0.572327,0.572327
0.0001,100.0,0.85,0.55,0.7,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.50157,0.529617,0.529617,0.549333,0.533459,0.533459,678820352495574.8,691213952066986.9,691213952066986.9,868.54,19260817.0,0.509524,0.555556,0.555556
0.01,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497623,0.527297,0.527297,0.551503,0.534773,0.534773,640163616810821.9,645697711094413.4,645697711094413.4,853.71,19260817.0,0.507937,0.575472,0.575472
0.0001,100.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497626,0.527286,0.527286,0.551502,0.534779,0.534779,638521190463884.5,643987708825325.1,643987708825325.1,853.97,19260817.0,0.507937,0.575472,0.575472
0.0001,100.0,0.85,0.4,0.5,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501567,0.529615,0.529615,0.549334,0.53346,0.53346,681206473937847.5,693720861586928.0,693720861586928.0,861.33,19260817.0,0.510658,0.555556,0.555556
1.0,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497494,0.526485,0.526485,0.551574,0.535232,0.535232,630614608815643.5,636448298725651.1,636448298725651.1,60.02,19260817.0,0.506576,0.578616,0.578616
10.0,50.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497618,0.527083,0.527083,0.551506,0.534894,0.534894,633155744665551.2,638564202703311.9,638564202703311.9,222.03,19260817.0,0.506576,0.575472,0.575472
10.0,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497494,0.526485,0.526485,0.551574,0.535232,0.535232,630614608815643.5,636448298725651.1,636448298725651.1,59.74,19260817.0,0.506576,0.578616,0.578616
10.0,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497492,0.526482,0.526482,0.551576,0.535234,0.535234,630670338098616.5,636504974814290.1,636504974814290.1,60.14,19260817.0,0.506576,0.578616,0.578616
10.0,25.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497627,0.527281,0.527281,0.551501,0.534782,0.534782,635759751705958.0,641054362382373.8,641054362382373.8,59.29,19260817.0,0.507937,0.572327,0.572327
10.0,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501504,0.529161,0.529161,0.549369,0.533717,0.533717,674830217088395.1,687342801768479.5,687342801768479.5,60.5,19260817.0,0.509977,0.549266,0.549266
0.01,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497494,0.526485,0.526485,0.551574,0.535232,0.535232,630614608815643.5,636448298725651.1,636448298725651.1,59.77,19260817.0,0.506576,0.578616,0.578616
1.0,50.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497618,0.527083,0.527083,0.551506,0.534894,0.534894,633155744665551.2,638564202703311.9,638564202703311.9,222.67,19260817.0,0.506576,0.575472,0.575472
1.0,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497494,0.526485,0.526485,0.551574,0.535232,0.535232,630614608815643.5,636448298725651.1,636448298725651.1,59.95,19260817.0,0.506576,0.578616,0.578616
1.0,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497492,0.526482,0.526482,0.551576,0.535234,0.535234,630670338098616.5,636504974814290.1,636504974814290.1,60.08,19260817.0,0.506576,0.578616,0.578616
1.0,25.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497627,0.527281,0.527281,0.551501,0.534782,0.534782,635759751705958.0,641054362382373.8,641054362382373.8,59.95,19260817.0,0.507937,0.572327,0.572327
1.0,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501504,0.529161,0.529161,0.549369,0.533717,0.533717,674830217088395.1,687342801768479.5,687342801768479.5,60.39,19260817.0,0.509977,0.549266,0.549266
10.0,50.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497618,0.527083,0.527083,0.551506,0.534894,0.534894,633155744665551.2,638564202703311.9,638564202703311.9,222.79,19260817.0,0.506576,0.575472,0.575472
10.0,50.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.497619,0.527094,0.527094,0.551506,0.534887,0.534887,634002591825083.1,639447751862585.1,639447751862585.1,222.72,19260817.0,0.506576,0.575472,0.575472
