alpha,gb_n_estimators,gb_max_features,gb_max_samples,gb_learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502499,0.528116,0.528116,0.548821,0.53431,0.53431,723631807015790.4,742057788997411.9,742057788997411.9,1304.26,19260817.0,0.521315,0.567086,0.567086
1.0,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504353,0.53252,0.53252,0.547797,0.53181,0.53181,722051395738811.1,737301894463599.9,737301894463599.9,1321.49,19260817.0,0.529932,0.556604,0.556604
10.0,50.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490277,0.515546,0.515546,0.555521,0.541379,0.541379,778535102633998.5,805396043739427.5,805396043739427.5,347.75,19260817.0,0.538322,0.56499,0.56499
10.0,100.0,0.55,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506377,0.534648,0.534648,0.546677,0.530598,0.530598,696043241633064.4,710171212317067.4,710171212317067.4,1356.82,19260817.0,0.523129,0.560797,0.560797
10.0,100.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.50476,0.532276,0.532276,0.547572,0.531949,0.531949,712258744659417.9,728999583919895.8,728999583919895.8,1332.15,19260817.0,0.520862,0.57652,0.57652
10.0,100.0,0.4,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506557,0.535463,0.535463,0.546578,0.530134,0.530134,693024709377408.5,705896113759381.4,705896113759381.4,1330.38,19260817.0,0.522902,0.560797,0.560797
10.0,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502429,0.528037,0.528037,0.548859,0.534354,0.534354,724440747503310.2,742918036555289.9,742918036555289.9,1300.5,19260817.0,0.521315,0.567086,0.567086
10.0,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504346,0.532535,0.532535,0.547801,0.531801,0.531801,722434780462189.2,737753884790610.5,737753884790610.5,1299.82,19260817.0,0.529705,0.557652,0.557652
0.0001,50.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.50646,0.535001,0.535001,0.546632,0.530397,0.530397,693436637499318.8,707468891682947.4,707468891682947.4,380.98,19260817.0,0.522902,0.560797,0.560797
0.0001,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495971,0.522726,0.522726,0.552409,0.537352,0.537352,733797622103454.4,756819863287688.0,756819863287688.0,98.72,19260817.0,0.529252,0.584906,0.584906
0.0001,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.502473,0.530379,0.530379,0.548835,0.533027,0.533027,710242042648462.1,728457851056409.2,728457851056409.2,103.74,19260817.0,0.527211,0.574423,0.574423
0.0001,25.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.50656,0.5354,0.5354,0.546576,0.530169,0.530169,693596107253485.2,706551765228558.2,706551765228558.2,103.49,19260817.0,0.520635,0.560797,0.560797
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.506435,0.534458,0.534458,0.546645,0.530707,0.530707,691844198119131.1,704575638204796.6,704575638204796.6,101.45,19260817.0,0.521542,0.56499,0.56499
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.500187,0.527938,0.527938,0.550094,0.53441,0.53441,723163043139111.9,741525612573085.2,741525612573085.2,103.77,19260817.0,0.529932,0.570231,0.570231
0.01,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.495971,0.522726,0.522726,0.552409,0.537352,0.537352,733797622103454.4,756819863287688.0,756819863287688.0,103.13,19260817.0,0.529252,0.584906,0.584906
0.0001,50.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.505991,0.53413,0.53413,0.546891,0.530894,0.530894,697832722134662.9,713304189429506.9,713304189429506.9,372.17,19260817.0,0.522449,0.571279,0.571279
0.0001,25.0,0.55,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447406,0.470047,0.470047,0.578411,0.566231,0.566231,826942295848637.0,862790637649503.0,862790637649503.0,96.91,19260817.0,0.548299,0.582809,0.582809
0.0001,25.0,0.7,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.49595,0.522714,0.522714,0.552421,0.537359,0.537359,734955505516892.9,758024900865527.6,758024900865527.6,101.91,19260817.0,0.529252,0.584906,0.584906
0.0001,25.0,0.7,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506545,0.535187,0.535187,0.546584,0.530291,0.530291,694034076258906.9,706911059870524.1,706911059870524.1,101.2,19260817.0,0.522676,0.560797,0.560797
0.0001,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.506367,0.533847,0.533847,0.546683,0.531055,0.531055,690123530244048.5,703079752857294.2,703079752857294.2,99.04,19260817.0,0.522222,0.5587,0.5587
0.0001,25.0,0.7,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.475789,0.499885,0.499885,0.563361,0.55006,0.55006,781043557179267.9,808276941059016.1,808276941059016.1,100.33,19260817.0,0.537415,0.571279,0.571279
0.01,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.502473,0.530379,0.530379,0.548835,0.533027,0.533027,710242042648462.1,728457851056409.2,728457851056409.2,105.58,19260817.0,0.527211,0.574423,0.574423
0.0001,50.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506456,0.535034,0.535034,0.546633,0.530379,0.530379,694221014537909.6,708257521003414.2,708257521003414.2,381.11,19260817.0,0.522902,0.560797,0.560797
0.0001,25.0,0.85,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.502475,0.530343,0.530343,0.548834,0.533047,0.533047,709533779119377.4,727793381834590.4,727793381834590.4,108.17,19260817.0,0.527438,0.568134,0.568134
0.0001,25.0,0.85,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506561,0.535417,0.535417,0.546575,0.53016,0.53016,694005564117087.5,706934065488645.2,706934065488645.2,105.7,19260817.0,0.521995,0.560797,0.560797
0.0001,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.506436,0.534495,0.534495,0.546644,0.530686,0.530686,692839408516248.2,705599211941053.2,705599211941053.2,103.56,19260817.0,0.522902,0.5587,0.5587
0.0001,25.0,0.85,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.500162,0.52796,0.52796,0.550108,0.534398,0.534398,724336876787119.6,742731300776007.9,742731300776007.9,106.17,19260817.0,0.530612,0.570231,0.570231
0.01,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.500187,0.527938,0.527938,0.550094,0.53441,0.53441,723163043139111.9,741525612573085.2,741525612573085.2,105.79,19260817.0,0.529932,0.570231,0.570231
0.0001,50.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.506741,0.535584,0.535584,0.546476,0.530065,0.530065,695829893731929.1,709124040342771.2,709124040342771.2,382.07,19260817.0,0.526984,0.563941,0.563941
0.0001,25.0,0.85,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.506866,0.535984,0.535984,0.546407,0.529836,0.529836,694621080144736.5,706868624641953.2,706868624641953.2,106.72,19260817.0,0.524943,0.563941,0.563941
0.0001,25.0,0.85,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.506818,0.536059,0.536059,0.546433,0.529793,0.529793,691351140756803.0,703870503166991.9,703870503166991.9,108.08,19260817.0,0.526984,0.563941,0.563941
1.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.406209,0.427578,0.427578,0.599584,0.588482,0.588482,912732896980016.0,953992025437806.4,953992025437806.4,96.04,19260817.0,0.556689,0.585954,0.585954
10.0,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405821,0.427167,0.427167,0.59978,0.588694,0.588694,914803234178431.2,956226830555350.0,956226830555350.0,95.74,19260817.0,0.55873,0.585954,0.585954
10.0,25.0,0.4,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.496284,0.520578,0.520578,0.552238,0.53856,0.53856,785389136109248.9,812306693885581.6,812306693885581.6,97.28,19260817.0,0.533107,0.559748,0.559748
10.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.382999,0.403082,0.403082,0.61119,0.600942,0.600942,922403221346243.6,963069116588238.0,963069116588238.0,93.79,19260817.0,0.552834,0.540881,0.540881
10.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.393389,0.415398,0.415398,0.606022,0.59471,0.59471,910163789272306.6,942290077627826.8,942290077627826.8,96.61,19260817.0,0.551927,0.556604,0.556604
0.01,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.406209,0.427578,0.427578,0.599584,0.588482,0.588482,912732896980016.0,953992025437806.4,953992025437806.4,96.59,19260817.0,0.556689,0.585954,0.585954
1.0,25.0,0.55,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447406,0.470047,0.470047,0.578411,0.566231,0.566231,826942295848637.0,862790637649503.0,862790637649503.0,100.49,19260817.0,0.548299,0.582809,0.582809
1.0,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405821,0.427167,0.427167,0.59978,0.588694,0.588694,914803234178431.2,956226830555350.0,956226830555350.0,96.01,19260817.0,0.55873,0.585954,0.585954
1.0,25.0,0.4,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.496284,0.520578,0.520578,0.552238,0.53856,0.53856,785389136109248.9,812306693885581.6,812306693885581.6,97.22,19260817.0,0.533107,0.559748,0.559748
1.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.382999,0.403082,0.403082,0.61119,0.600942,0.600942,922403221346243.6,963069116588238.0,963069116588238.0,94.73,19260817.0,0.552834,0.540881,0.540881
1.0,25.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.393389,0.415398,0.415398,0.606022,0.59471,0.59471,910163789272306.6,942290077627826.8,942290077627826.8,96.45,19260817.0,0.551927,0.556604,0.556604
10.0,25.0,0.55,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.447191,0.469819,0.469819,0.578523,0.566353,0.566353,828572594969158.4,864487173246383.4,864487173246383.4,100.39,19260817.0,0.548753,0.582809,0.582809
10.0,25.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.405608,0.426851,0.426851,0.599887,0.588856,0.588856,914525538969098.4,956030302944385.6,956030302944385.6,97.59,19260817.0,0.558957,0.585954,0.585954
10.0,25.0,0.4,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.496073,0.520266,0.520266,0.552353,0.538736,0.538736,787430010675428.4,814637005481305.1,814637005481305.1,96.28,19260817.0,0.533107,0.566038,0.566038
10.0,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.382425,0.402459,0.402459,0.611474,0.601255,0.601255,925051588266739.2,965865787288713.2,965865787288713.2,95.55,19260817.0,0.552834,0.540881,0.540881
10.0,25.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.393127,0.415117,0.415117,0.606153,0.594853,0.594853,911794106335341.6,944156090015485.0,944156090015485.0,97.19,19260817.0,0.552154,0.556604,0.556604
0.0001,50.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490399,0.515647,0.515647,0.555454,0.541323,0.541323,777182538742934.4,803927717547023.4,803927717547023.4,349.16,19260817.0,0.538549,0.56499,0.56499
0.0001,100.0,0.55,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506385,0.534641,0.534641,0.546673,0.530603,0.530603,695809000545700.1,709867908943241.8,709867908943241.8,1370.33,19260817.0,0.523129,0.560797,0.560797
0.0001,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504801,0.532341,0.532341,0.547549,0.531912,0.531912,711964669383536.1,728611393071226.9,728611393071226.9,1345.11,19260817.0,0.521542,0.57652,0.57652
0.0001,100.0,0.4,0.4,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506558,0.535505,0.535505,0.546577,0.53011,0.53011,692726576835264.5,705500816345592.8,705500816345592.8,1343.71,19260817.0,0.521995,0.560797,0.560797
0.0001,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502499,0.528116,0.528116,0.548821,0.53431,0.53431,723631807015790.4,742057788997411.9,742057788997411.9,1329.29,19260817.0,0.521315,0.567086,0.567086
0.0001,100.0,0.4,0.4,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504353,0.53252,0.53252,0.547797,0.53181,0.53181,722051395738811.1,737301894463599.9,737301894463599.9,1341.3,19260817.0,0.529932,0.556604,0.556604
0.01,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504801,0.532341,0.532341,0.547549,0.531912,0.531912,711964669383536.1,728611393071226.9,728611393071226.9,1342.52,19260817.0,0.521542,0.57652,0.57652
0.0001,50.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490277,0.515546,0.515546,0.555521,0.541379,0.541379,778535102633998.5,805396043739427.5,805396043739427.5,355.67,19260817.0,0.538322,0.56499,0.56499
0.0001,100.0,0.55,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506377,0.534648,0.534648,0.546677,0.530598,0.530598,696043241633064.4,710171212317067.4,710171212317067.4,1380.22,19260817.0,0.523129,0.560797,0.560797
0.0001,100.0,0.4,0.7,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.50476,0.532276,0.532276,0.547572,0.531949,0.531949,712258744659417.9,728999583919895.8,728999583919895.8,1360.3,19260817.0,0.520862,0.57652,0.57652
0.0001,100.0,0.4,0.55,0.3,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506557,0.535463,0.535463,0.546578,0.530134,0.530134,693024709377408.5,705896113759381.4,705896113759381.4,1348.2,19260817.0,0.522902,0.560797,0.560797
0.0001,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.502429,0.528037,0.528037,0.548859,0.534354,0.534354,724440747503310.2,742918036555289.9,742918036555289.9,1343.33,19260817.0,0.521315,0.567086,0.567086
0.0001,100.0,0.4,0.55,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.504346,0.532535,0.532535,0.547801,0.531801,0.531801,722434780462189.2,737753884790610.5,737753884790610.5,862.37,19260817.0,0.529705,0.557652,0.557652
1.0,100.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.504794,0.532359,0.532359,0.547553,0.531902,0.531902,712803029241044.8,729526773537662.4,729526773537662.4,860.9,19260817.0,0.521542,0.57652,0.57652
10.0,50.0,0.4,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.490331,0.515673,0.515673,0.555492,0.541308,0.541308,778613007554295.4,805390443645071.2,805390443645071.2,226.83,19260817.0,0.538549,0.56499,0.56499
10.0,100.0,0.55,0.85,0.1,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.506381,0.534686,0.534686,0.546675,0.530577,0.530577,696091318509765.9,710251303255122.0,710251303255122.0,876.34,19260817.0,0.523129,0.560797,0.560797
