n_hidden_layers,lambda_lasso,learning_rate,activation,dropout_prob,num_epochs,epoch_batch_size,batch_normalisation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,verbose,loss_function,batch_size,gpu,gpu_id,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
5.0,0.1,1.0,relu,0.1,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,769979018797.2754,770065217271.3467,770065217271.3467,59.3,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,0.0001,relu,0.5,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,-0.0,-0.0,-0.0,0.778096,0.777813,0.777813,134572563494.7033,134587628774.84975,134587628774.84975,150.21,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,1e-06,1.0,relu,0.1,1000.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,-0.003997,-0.036853,-0.036853,0.77965,0.792016,0.792016,188433974554102.38,189529756523237.0,189529756523237.0,1354.66,19260817.0,False,MSE,128.0,False,0.0,0.231293,0.21174,0.21174
1.0,1e-06,0.0001,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.142589,0.150784,0.150784,0.72049,0.716777,0.716777,917687766885232.2,920111724483007.2,920111724483007.2,5.13,19260817.0,False,MSE,128.0,False,0.0,0.43288,0.450734,0.450734
5.0,1e-06,0.0001,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.501952,0.520277,0.520277,0.549122,0.538729,0.538729,580205182385826.1,581708731058130.2,581708731058130.2,61.85,19260817.0,False,MSE,128.0,False,0.0,0.531746,0.556604,0.556604
5.0,0.1,1.0,relu,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-0.001805,-0.002205,-0.002205,0.778798,0.77867,0.77867,348059409485651.3,348447754574852.94,348447754574852.94,5.35,19260817.0,False,MSE,128.0,False,0.0,0.242857,0.206499,0.206499
1.0,0.1,1.0,tanh,0.1,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.244366,0.253972,0.253972,0.676377,0.67182,0.67182,982510698060718.1,985603256095983.8,985603256095983.8,5.27,19260817.0,False,MSE,128.0,False,0.0,0.493197,0.539832,0.539832
5.0,1e-06,1.0,tanh,0.5,100.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,-0.000922,-0.000995,-0.000995,0.778455,0.7782,0.7782,147206045933064.7,147482809773280.03,147482809773280.03,5.38,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,0.1,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.039109,-0.040783,-0.040783,0.793166,0.793515,0.793515,106425105881056.03,106106858240776.83,106106858240776.83,144.64,19260817.0,False,MSE,128.0,False,0.0,0.0,0.0,0.0
1.0,1e-06,1.0,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.019776,0.032887,0.032887,0.770364,0.764916,0.764916,1343653062197835.8,1343534540441421.8,1343534540441421.8,133.39,19260817.0,False,MSE,128.0,False,0.0,0.441043,0.522013,0.522013
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.011501,0.007356,0.007356,0.773609,0.774947,0.774947,163566765685028.16,166371548126279.72,166371548126279.72,146.3,19260817.0,False,MSE,128.0,False,0.0,0.178685,0.149895,0.149895
5.0,1e-06,1.0,tanh,0.1,1000.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.557339,-0.545326,-0.545326,0.971013,0.966908,0.966908,1517968042424638.8,1510698710985000.0,1510698710985000.0,1611.56,19260817.0,False,MSE,128.0,False,0.0,0.000454,0.0,0.0
5.0,0.1,0.0001,tanh,0.5,100.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.210709,-0.214598,-0.214598,0.856157,0.857218,0.857218,1372003058688203.0,1370387372779672.8,1370387372779672.8,6.54,19260817.0,False,MSE,128.0,False,0.0,0.102721,0.093291,0.093291
1.0,1e-06,1.0,relu,0.5,1000.0,128.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.437517,0.4699,0.4699,0.583563,0.56631,0.56631,282887499944639.5,293664094731099.06,293664094731099.06,57.22,19260817.0,False,MSE,128.0,False,0.0,0.52449,0.5,0.5
1.0,1e-06,1.0,relu,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,-0.04644,-0.046474,-0.046474,0.795958,0.795682,0.795682,655854077197014.0,655927499484229.1,655927499484229.1,125.15,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
1.0,0.1,1.0,tanh,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.169822,0.180973,0.180973,0.708955,0.703922,0.703922,895693838568752.4,869710447108642.5,869710447108642.5,56.55,19260817.0,False,MSE,128.0,False,0.0,0.440136,0.477987,0.477987
1.0,1e-06,1.0,tanh,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.22112,0.220039,0.220039,0.686702,0.686929,0.686929,1212667695503976.5,1240845985981528.5,1240845985981528.5,127.13,19260817.0,False,MSE,128.0,False,0.0,0.513152,0.542977,0.542977
5.0,0.1,1.0,relu,0.1,1000.0,128.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,-0.001168,0.003834,0.003834,0.778551,0.776321,0.776321,362946435420588.6,362971198303489.1,362971198303489.1,59.57,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
5.0,1e-06,0.0001,tanh,0.5,100.0,8192.0,True,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.261625,0.271175,0.271175,0.668608,0.664029,0.664029,846433548206997.0,829454130269980.2,829454130269980.2,158.32,19260817.0,False,MSE,128.0,False,0.0,0.507937,0.570231,0.570231
5.0,0.1,1.0,relu,0.1,100.0,8192.0,False,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,-5.278122,-5.281966,-5.281966,1.949612,1.949499,1.949499,6992010590624517.0,6992793340061694.0,6992793340061694.0,136.77,19260817.0,False,MSE,128.0,False,0.0,0.235374,0.21174,0.21174
